Compound,CAS,Odor,Evaporation rate
Sedanonic acid,6697-07-0,Herbal,Ultra slow
Sedanonic acid,6697-07-0,Mint,Ultra slow
Sek-Butylpropenyldisulfid,36687-96-4,Garlic,Moderately fast
Sek-Butylpropenyldisulfid,36687-96-4,Onion,Moderately fast
Sek-Butylpropenyldisulfid,36687-96-4,Sulfurous,Moderately fast
Selenious Acid,7783-00-8,Odorless,
Selenious Acid,7783-00-8,Sharp,
Selenious Acid,7783-00-8,Sour,
Selenium Oxides,7446-08-4,Odorless,
Selenium Oxides,7446-08-4,Sharp,
Selenium Oxides,7446-08-4,Sour,
Selin-11-en-4alpha-ol,16641-47-7,Herbal,Ultra slow
Selin-11-en-4alpha-ol,16641-47-7,Sweet,Ultra slow
Selin-11-en-4alpha-ol,16641-47-7,Woody,Ultra slow
"Selina-1,3,5(11)-trien-8-one",,Fruity,Ultra slow
"Selina-1,3,5(11)-trien-8-one",,Spicy,Ultra slow
"Selina-1,3,5(11)-trien-8-one",,Woody,Ultra slow
"Selina-3,11-dien-14-al",,Citrus,Ultra slow
"Selina-3,11-dien-14-al",,Green,Ultra slow
"Selina-3,11-dien-14-al",,Herbal,Ultra slow
"Selina-3,11-dien-14-oic acid",,Herbal,Ultra slow
"Selina-3,11-dien-14-oic acid",,Spicy,Ultra slow
"Selina-3,11-dien-14-oic acid",,Woody,Ultra slow
"Selina-3,11-dien-14-ol",,Citrus,Ultra slow
"Selina-3,11-dien-14-ol",,Sweet,Ultra slow
"Selina-3,11-dien-14-ol",,Woody,Ultra slow
"Selina-3,11-dien-9-ol",,Herbal,Ultra slow
"Selina-3,11-dien-9-ol",,Sweet,Ultra slow
"Selina-3,11-dien-9-ol",,Woody,Ultra slow
"Selina-3,11-dien-9-one",,Herbal,Ultra slow
"Selina-3,11-dien-9-one",,Mint,Ultra slow
"Selina-3,11-dien-9-one",,Sweet,Ultra slow
"Selina-3,7(11)-diene",6813-21-4,Spicy,Slow
"Selina-3,7(11)-diene",6813-21-4,Sweet,Slow
"Selina-3,7(11)-diene",6813-21-4,Woody,Slow
Selina-4(14)-7-diene,28102-71-8,Green,Slow
Selina-4(14)-7-diene,28102-71-8,Spicy,Slow
Selina-4(14)-7-diene,28102-71-8,Woody,Slow
"Selina-4(15),7(11)-diene",515-17-3,Spicy,Slow
"Selina-4(15),7(11)-diene",515-17-3,Spicy,Slow
"Selina-4(15),7(11)-diene",515-17-3,Sweet,Slow
"Selina-4(15),7(11)-diene",515-17-3,Sweet,Slow
"Selina-4(15),7(11)-diene",515-17-3,Woody,Slow
"Selina-4(15),7(11)-diene",515-17-3,Woody,Slow
"Selina-4,11-dien-14-oic acid",,Dry,Ultra slow
"Selina-4,11-dien-14-oic acid",,Sweet,Ultra slow
"Selina-4,11-dien-14-oic acid",,Woody,Ultra slow
Senecialdehyde,107-86-8,Fruity,Ultra fast
Senecialdehyde,107-86-8,Spicy,Ultra fast
Senecialdehyde,107-86-8,Sweet,Ultra fast
Serine,56-45-1,Odorless,Ultra slow
Serine,56-45-1,Savory,Ultra slow
Serine,56-45-1,Sweet,Ultra slow
Serpasil-apresoline,37304-91-9,Grape,Ultra slow
Serpasil-apresoline,37304-91-9,Odorless,Ultra slow
Serpasil-apresoline,37304-91-9,Vanilla,Ultra slow
Serratine,15252-93-4,Odorless,Moderately fast
Serratine,15252-93-4,Sweet,Moderately fast
Serratine,15252-93-4,Woody,Moderately fast
Sesquicineole,90131-02-5,Citrus,Slow
Sesquicineole,90131-02-5,Floral,Slow
Sesquicineole,90131-02-5,Sweet,Slow
Sesquithujene,58319-06-5,Balsamic,Slow
Sesquithujene,58319-06-5,Balsamic,Slow
Sesquithujene,58319-06-5,Balsamic,Slow
Sesquithujene,58319-06-5,Sweet,Slow
Sesquithujene,58319-06-5,Sweet,Slow
Sesquithujene,58319-06-5,Sweet,Slow
Sesquithujene,58319-06-5,Woody,Slow
Sesquithujene,58319-06-5,Woody,Slow
Sesquithujene,58319-06-5,Woody,Slow
Sevoflurane,28523-86-6,Cooling,Ultra fast
Sevoflurane,28523-86-6,Odorless,Ultra fast
Sevoflurane,28523-86-6,Sweet,Ultra fast
Shogaol,555-66-8,Fruity,Ultra slow
Shogaol,555-66-8,Spicy,Ultra slow
Shogaol,555-66-8,Sweet,Ultra slow
Shyobunone,21698-44-2,Herbal,Slow
Shyobunone,21698-44-2,Herbal,Slow
Shyobunone,21698-44-2,Mint,Slow
Shyobunone,21698-44-2,Mint,Slow
Shyobunone,21698-44-2,Woody,Slow
Shyobunone,21698-44-2,Woody,Slow
Sibirene,14029-18-6,Herbal,Slow
Sibirene,14029-18-6,Spicy,Slow
Sibirene,14029-18-6,Woody,Slow
Siduron,1982-49-6,Cooling,Ultra slow
Siduron,1982-49-6,Meaty,Ultra slow
Siduron,1982-49-6,Savory,Ultra slow
"Silicic acid (H6Si2O7), Si,Si,Si,Si',Si',Si'-hexakis(3-methylpentyl) ester",126-51-2,Floral,
"Silicic acid (H6Si2O7), Si,Si,Si,Si',Si',Si'-hexakis(3-methylpentyl) ester",126-51-2,Green,
"Silicic acid (H6Si2O7), Si,Si,Si,Si',Si',Si'-hexakis(3-methylpentyl) ester",126-51-2,Oily,
Silicon Dioxide,7631-86-9,Odorless,
Silicon Dioxide,7631-86-9,Sharp,
Silicon Dioxide,7631-86-9,Sour,
Silicon tetrachloride,10026-04-7,Floral,
Silicon tetrachloride,10026-04-7,Odorless,
Silicon tetrachloride,10026-04-7,Sweet,
Silicon tetrafluoride,7783-61-1,Fishy,
Silicon tetrafluoride,7783-61-1,Odorless,
Silicon tetrafluoride,7783-61-1,Sweet,
Silver Nitrate,7761-88-8,Odorless,
Silver Nitrate,7761-88-8,Sharp,
Silver Nitrate,7761-88-8,Sour,
Silver cyanide,,Fishy,
Silver cyanide,,Odorless,
Silver cyanide,,Pungent,
Silver iodide,7783-96-2,Cheesy,
Silver iodide,7783-96-2,Fishy,
Silver iodide,7783-96-2,Odorless,
Sinapaldehyde,4206-58-0,Spicy,Ultra slow
Sinapaldehyde,4206-58-0,Sweet,Ultra slow
Sinapaldehyde,4206-58-0,Vanilla,Ultra slow
Sinapic acid,,Balsamic,Ultra slow
Sinapic acid,,Odorless,Ultra slow
Sinapic acid,,Vanilla,Ultra slow
Sinenofuranol,,Herbal,Ultra slow
